Date,Intensite,Vitesse,T_Bobinage_1,T_Bobinage_2,T_Bobinage_3,T_Palier_1_moteur,T_Palier_2_moteur,Vibration,T_Palier_1_vent,T_Palier_2_vent,Debit_air,Panne
01.09.2019 12:00,716.26,580.07,113.73,110.98,109.47,72.51,82.63,2.27,55.45,53.76,119096.01,0
01.09.2019 13:00,37.95,16.44,94.92,94.08,92.62,70.16,74.93,0.57,52.91,52.93,3566.26,0
01.09.2019 14:00,1092.61,897.74,106.21,103.64,102.85,69.65,77.55,3.22,49.93,51.0,182258.49,0
01.09.2019 15:00,1136.33,912.94,116.18,113.21,112.23,72.79,83.46,3.68,56.37,56.07,184068.21,0
01.09.2019 16:00,1131.02,913.25,120.41,117.45,116.39,74.54,86.66,3.88,59.64,55.98,183999.19,0
01.09.2019 17:00,1108.69,905.45,122.81,119.92,118.63,76.06,89.23,3.57,60.24,55.43,184103.44,0
01.09.2019 18:00,1089.82,899.83,123.21,120.36,118.87,76.69,89.9,3.19,60.65,54.03,183997.39,0
01.09.2019 19:00,1073.14,896.51,122.04,119.17,117.54,75.52,89.3,3.21,58.56,52.36,183926.3,0
01.09.2019 20:00,1075.3,898.21,120.67,117.75,116.12,74.08,88.36,3.1,56.86,50.37,184043.47,0
01.09.2019 21:00,1069.02,899.23,119.35,116.41,114.83,72.94,87.29,2.97,55.49,49.61,183954.29,0
01.09.2019 22:00,1066.1,900.4,117.89,114.91,113.41,71.67,86.45,2.93,53.23,48.34,183923.13,0
01.09.2019 23:00,1061.43,899.17,116.62,113.66,112.2,70.34,85.5,2.95,52.54,47.69,183790.53,0
02.09.2019 00:00,1065.69,896.99,115.72,112.72,111.29,69.48,84.48,3.15,51.51,49.48,184410.28,0
02.09.2019 01:00,1033.25,881.52,113.58,110.98,109.31,67.94,83.06,3.51,50.05,49.08,183583.52,0
02.09.2019 02:00,1062.52,902.1,113.67,110.87,109.31,66.92,82.37,2.86,50.78,48.92,182946.82,0
02.09.2019 03:00,753.55,640.74,107.33,104.88,103.33,66.51,79.39,2.51,49.03,49.23,126815.97,0
02.09.2019 04:00,1011.51,877.69,109.75,107.16,105.82,66.04,79.11,3.08,47.79,48.52,184684.45,0
02.09.2019 05:00,1012.99,876.69,109.92,107.34,105.97,64.72,79.23,2.87,45.69,47.95,183890.73,0
02.09.2019 06:00,1047.58,893.75,110.29,107.41,106.18,63.89,79.11,2.94,43.51,47.6,183902.88,0
02.09.2019 07:00,106.78,94.48,97.39,94.97,94.74,63.95,73.02,0.75,46.43,52.41,19758.86,0
02.09.2019 08:00,0.0,0.0,82.84,80.35,83.88,62.45,63.63,0.5,42.23,46.26,0.0,0
02.09.2019 09:00,0.0,0.0,76.67,73.62,78.61,61.2,59.07,0.49,38.91,40.66,0.0,0
02.09.2019 10:00,990.0,0.0,73.22,69.99,74.42,60.36,57.1,0.52,38.1,38.14,0.0,0
02.09.2019 11:00,1100.0,0.0,70.89,67.94,70.27,59.73,55.49,0.52,37.17,36.51,0.0,0
02.09.2019 12:00,1100.0,0.0,68.88,66.2,66.9,58.85,53.79,0.51,36.66,36.37,0.0,0
02.09.2019 13:00,902.91,366.45,72.06,69.63,69.59,57.58,53.99,1.47,37.43,39.08,75641.16,0
02.09.2019 14:00,1050.5,875.09,94.74,92.26,91.88,59.88,65.03,2.72,46.67,52.61,183939.15,0
02.09.2019 15:00,1057.38,884.38,104.82,102.52,101.78,64.35,72.63,2.8,50.79,54.14,183847.74,0
02.09.2019 16:00,1124.44,912.08,112.43,109.87,109.01,69.34,79.62,3.64,56.92,55.75,183892.37,0
02.09.2019 17:00,1112.01,911.04,117.44,114.78,113.62,72.03,84.46,3.62,59.77,55.48,184059.06,0
02.09.2019 18:00,633.24,536.06,115.43,112.88,111.18,73.27,85.16,2.39,58.42,56.09,109578.81,0
02.09.2019 19:00,497.69,405.84,101.58,100.18,97.72,70.67,77.42,1.69,53.34,52.31,84227.43,0
02.09.2019 20:00,1064.67,898.08,112.67,109.81,108.34,69.37,81.54,3.36,50.65,52.65,183608.25,0
02.09.2019 21:00,1086.0,912.02,115.95,113.11,111.65,69.03,83.44,3.42,49.42,52.06,184039.83,0
02.09.2019 22:00,1072.79,911.06,116.73,113.89,112.38,68.8,83.53,3.48,48.31,51.48,184067.01,0
02.09.2019 23:00,1077.0,912.93,116.73,113.85,112.3,68.68,83.06,3.55,48.01,51.18,183991.45,0
03.09.2019 00:00,1066.79,908.62,116.51,113.57,112.12,69.03,82.57,3.56,48.7,50.65,184074.79,0
03.09.2019 01:00,1068.09,908.47,116.11,113.15,111.72,69.07,82.28,3.68,49.61,49.71,184002.03,0
03.09.2019 02:00,1060.31,909.17,115.85,112.86,111.44,68.93,81.8,3.65,50.06,49.83,183990.49,0
03.09.2019 03:00,1067.05,908.15,115.73,112.7,111.33,69.26,81.38,3.49,50.02,49.33,184032.56,0
03.09.2019 04:00,1050.11,900.87,114.62,111.56,110.28,68.62,80.42,2.77,49.6,48.43,184049.87,0
03.09.2019 05:00,1048.81,898.68,113.44,110.44,109.16,67.86,79.45,2.78,48.8,50.03,183967.68,0
03.09.2019 06:00,1050.04,900.98,113.14,110.2,108.96,67.44,79.29,2.9,48.1,49.93,183960.04,0
03.09.2019 07:00,1011.83,873.98,112.72,109.97,108.62,67.14,78.98,3.37,47.57,48.92,183788.7,0
03.09.2019 08:00,1083.25,899.33,111.94,109.04,107.79,66.86,78.56,3.04,49.72,50.09,183742.69,0
03.09.2019 09:00,1102.05,898.06,112.9,109.92,108.78,68.13,79.22,2.93,51.12,50.85,183964.22,0
03.09.2019 10:00,96.75,79.3,100.1,98.0,97.29,68.58,75.4,0.72,52.83,51.94,16107.4,0
03.09.2019 11:00,774.77,598.72,96.96,94.46,95.83,67.0,72.27,2.49,49.32,47.82,119302.77,0
03.09.2019 12:00,1175.92,911.41,113.6,110.47,109.96,71.36,81.26,4.11,53.54,55.54,184015.39,0
03.09.2019 13:00,1161.35,907.49,119.69,116.57,115.73,74.19,85.81,3.77,58.48,57.38,184063.85,0
03.09.2019 14:00,1154.12,901.94,122.7,119.6,118.54,76.31,88.64,3.42,60.68,57.11,183927.55,0
03.09.2019 15:00,1155.56,905.74,124.62,121.47,120.27,77.47,90.74,3.67,60.19,57.04,182941.06,0
03.09.2019 16:00,1136.93,896.15,125.79,122.66,121.37,78.51,91.83,3.18,61.76,57.33,186300.17,0
03.09.2019 17:00,1143.49,888.75,125.05,121.78,120.56,78.36,91.4,3.15,61.73,56.16,191780.08,0
03.09.2019 18:00,1226.53,916.0,128.61,124.98,123.96,78.06,91.81,3.42,59.8,56.07,209636.89,0
03.09.2019 19:00,1114.36,872.58,129.72,126.29,124.84,78.58,92.95,3.27,60.57,55.02,196036.59,0
03.09.2019 20:00,0.0,0.01,109.77,107.4,107.07,77.76,84.89,0.49,59.58,58.11,10.38,0
03.09.2019 21:00,0.0,0.0,95.74,92.91,97.01,74.52,74.58,0.46,51.51,50.74,0.0,0
03.09.2019 22:00,0.0,0.0,89.24,85.75,91.16,72.13,69.67,0.45,46.13,44.8,0.0,0
03.09.2019 23:00,0.0,0.0,83.87,79.78,86.17,70.08,65.16,0.46,41.83,40.69,0.0,0
04.09.2019 00:00,652.93,491.54,87.81,83.23,88.96,67.03,64.46,1.95,40.67,39.84,113468.15,0
04.09.2019 01:00,1178.45,916.37,109.66,105.67,106.39,67.07,74.56,3.44,47.04,49.77,207627.33,0
04.09.2019 02:00,1140.51,908.55,115.33,111.95,111.18,68.21,79.4,3.34,43.53,50.44,195564.21,0
04.09.2019 03:00,1062.53,889.17,114.18,111.1,109.87,68.0,80.4,2.91,43.88,49.85,185013.78,0
04.09.2019 04:00,1035.79,881.54,112.59,109.65,108.37,67.07,79.75,2.74,46.7,49.62,184747.62,0
04.09.2019 05:00,1042.42,882.89,111.7,108.8,107.57,66.28,79.18,2.77,46.28,49.32,183653.86,0
04.09.2019 06:00,1036.7,885.45,110.59,107.64,106.38,64.44,77.86,2.85,45.69,47.22,183469.05,0
04.09.2019 07:00,1057.57,888.18,110.26,107.5,106.13,63.17,76.76,3.28,46.91,47.03,193752.57,0
04.09.2019 08:00,1171.9,913.75,114.2,111.1,109.92,64.24,77.89,3.55,48.86,48.89,212218.41,0
04.09.2019 09:00,1182.41,913.72,117.88,114.8,113.42,67.55,80.77,3.59,53.04,51.07,209068.07,0
04.09.2019 10:00,1090.25,900.27,119.89,117.19,114.86,71.25,83.61,3.11,53.3,52.76,195426.4,0
04.09.2019 11:00,1038.97,885.59,118.5,116.06,113.55,73.14,85.42,2.82,56.04,53.84,183690.05,0
04.09.2019 12:00,1052.88,881.16,118.41,116.04,113.76,73.57,86.68,2.86,56.76,54.82,185416.85,0
04.09.2019 13:00,1039.54,879.0,117.99,115.69,113.49,73.99,86.99,2.69,58.09,56.45,183268.63,0
04.09.2019 14:00,1053.75,884.11,118.9,116.6,114.44,74.59,87.6,2.76,59.35,57.45,183426.71,0
04.09.2019 15:00,1084.17,893.29,120.76,118.42,116.24,75.6,88.68,3.12,60.14,57.13,183443.59,0
04.09.2019 16:00,1078.25,896.18,122.48,120.12,117.88,76.5,89.99,3.15,60.88,56.82,183569.96,0
04.09.2019 17:00,197.5,176.96,111.67,109.98,107.31,76.68,86.06,0.99,60.9,57.22,38557.32,0
04.09.2019 18:00,0.0,0.0,96.12,95.25,90.86,74.01,75.2,0.47,52.71,47.26,0.0,0
04.09.2019 19:00,0.0,0.0,89.76,88.02,82.62,70.95,68.89,0.45,47.1,42.76,0.0,0
04.09.2019 20:00,0.0,0.0,84.89,82.5,77.69,67.8,64.92,0.46,43.3,38.73,0.0,0
04.09.2019 21:00,0.0,0.0,80.64,77.72,74.12,64.48,62.05,0.45,41.0,36.72,0.0,0
04.09.2019 22:00,0.0,0.0,76.77,73.59,71.53,61.19,59.74,0.45,39.06,34.41,0.0,0
04.09.2019 23:00,0.0,0.0,73.4,70.32,68.2,58.72,57.18,0.46,37.13,32.25,0.0,0
05.09.2019 00:00,1047.84,815.1,88.68,85.25,83.83,57.45,61.6,3.07,40.72,39.77,181510.16,0
05.09.2019 01:00,1103.7,907.67,103.21,100.27,99.16,60.1,69.83,3.39,43.62,47.22,193209.7,0
05.09.2019 02:00,1126.11,916.11,108.58,105.79,104.46,62.42,74.2,3.77,42.08,46.67,198587.49,0
05.09.2019 03:00,1150.06,916.04,112.0,109.06,107.7,64.43,77.08,3.82,39.04,46.38,203452.8,0
05.09.2019 04:00,1123.06,910.46,113.52,110.53,109.03,64.74,79.03,3.44,38.26,45.88,199956.94,0
05.09.2019 05:00,1101.74,907.63,112.82,109.89,108.29,64.32,79.43,3.17,42.05,45.43,195035.41,0
05.09.2019 06:00,1133.17,916.1,113.87,110.86,109.26,64.12,79.79,3.72,43.14,44.93,200785.89,0
05.09.2019 07:00,1112.52,916.11,113.93,110.92,109.29,64.58,79.9,3.78,41.04,45.26,196014.09,0
05.09.2019 08:00,1047.35,895.47,112.68,109.79,108.16,64.54,79.64,2.97,39.64,45.35,188076.53,0
05.09.2019 09:00,1021.38,881.01,110.27,107.52,105.87,63.58,78.42,2.5,37.22,43.77,184299.81,0
05.09.2019 10:00,1031.06,881.76,108.75,105.95,104.47,62.82,76.89,2.58,36.17,43.76,184194.57,0
05.09.2019 11:00,284.13,240.12,99.18,96.91,95.8,62.84,72.85,1.13,38.63,50.08,51758.31,0
05.09.2019 12:00,0.0,0.0,83.31,81.93,82.57,61.54,64.56,0.48,38.75,44.9,0.0,0
05.09.2019 13:00,0.0,0.0,78.08,76.6,75.31,60.51,60.47,0.48,37.71,39.99,0.0,0
05.09.2019 14:00,0.0,0.0,74.67,72.91,70.99,59.62,58.03,0.47,37.51,38.83,0.0,0
05.09.2019 15:00,0.0,0.0,71.85,70.03,68.2,58.67,56.29,0.46,37.67,38.39,0.0,0
05.09.2019 16:00,0.0,0.0,69.46,67.6,66.27,57.58,55.16,0.46,38.28,38.34,0.0,0
05.09.2019 17:00,561.62,477.93,74.96,72.97,71.84,57.59,56.3,1.83,39.41,40.81,94507.8,0
05.09.2019 18:00,1048.75,898.53,98.31,96.35,94.92,62.78,66.42,2.98,48.5,51.06,190958.04,0
05.09.2019 19:00,1075.12,906.46,107.47,105.16,103.96,65.84,74.18,3.62,48.98,52.0,184690.2,0
05.09.2019 20:00,1070.51,901.68,111.48,108.97,107.64,67.64,78.78,3.24,46.84,51.52,185352.56,0
05.09.2019 21:00,1057.14,897.66,113.0,110.41,108.92,68.0,81.12,3.07,47.18,50.17,185023.16,0
05.09.2019 22:00,1037.23,888.2,113.17,110.58,109.02,67.99,81.92,3.03,45.29,49.15,185600.48,0
05.09.2019 23:00,1141.13,913.89,115.79,112.95,111.45,68.62,82.54,3.83,45.89,49.06,207834.76,0
06.09.2019 00:00,1125.7,913.85,117.41,114.42,112.84,69.57,83.73,3.92,45.09,48.66,194988.46,0
06.09.2019 01:00,1132.37,913.85,116.98,113.85,112.32,69.59,83.79,3.82,44.84,49.12,196897.01,0
06.09.2019 02:00,1102.86,913.97,116.77,113.68,112.16,69.77,83.86,3.96,45.22,49.96,185018.38,0
06.09.2019 03:00,1111.15,916.32,116.19,113.11,111.6,70.09,83.74,3.97,45.45,50.37,183945.54,0
06.09.2019 04:00,1132.95,916.35,117.27,114.14,112.72,70.5,83.82,3.93,46.4,50.14,193137.11,0
06.09.2019 05:00,1138.75,916.35,117.6,114.37,112.97,70.46,83.71,3.95,46.59,49.78,193626.65,0
06.09.2019 06:00,1159.82,916.27,118.02,114.72,113.35,70.33,83.7,3.85,46.31,49.89,200179.5,0
06.09.2019 07:00,1144.49,916.3,118.46,115.14,113.77,69.98,83.84,3.81,45.56,49.09,200701.37,0
06.09.2019 08:00,1135.67,916.36,118.25,114.98,113.6,70.6,83.9,3.76,46.32,49.74,197045.47,0
06.09.2019 09:00,1157.57,914.64,118.89,115.61,114.25,71.7,84.46,3.69,48.29,50.55,195018.16,0
06.09.2019 10:00,1150.45,916.2,119.57,116.26,114.96,72.95,85.37,3.7,50.38,51.75,186890.38,0
06.09.2019 11:00,1112.16,916.22,120.51,117.37,116.05,74.72,86.9,3.68,54.03,53.71,185413.79,0
06.09.2019 12:00,1083.67,916.37,121.85,118.98,117.56,76.43,88.9,3.66,57.54,56.05,187135.64,0
06.09.2019 13:00,1069.31,916.33,123.86,121.09,119.62,78.12,90.04,3.81,58.86,57.85,187875.96,0
06.09.2019 14:00,831.73,723.21,124.52,121.87,120.22,79.45,91.28,3.14,61.33,59.35,145955.99,0
06.09.2019 15:00,0.0,0.0,105.42,104.27,102.58,77.34,83.35,0.47,59.73,54.82,0.0,0
06.09.2019 16:00,418.23,339.67,101.57,99.45,98.79,73.93,79.33,1.6,52.89,50.32,61662.18,0
06.09.2019 17:00,1029.03,916.14,113.45,110.74,109.6,74.27,84.81,3.81,57.41,55.97,170668.22,0
06.09.2019 18:00,580.52,540.52,115.99,113.84,111.85,75.77,86.74,2.45,61.96,59.08,101503.99,0
06.09.2019 19:00,0.0,0.0,98.66,97.6,96.86,73.69,79.06,0.45,59.12,53.05,0.0,0
06.09.2019 20:00,0.0,0.0,91.18,89.42,89.64,70.85,73.13,0.45,52.13,47.38,0.0,0
06.09.2019 21:00,0.0,0.0,85.95,83.15,84.2,67.77,68.91,0.46,47.4,43.31,0.0,0
06.09.2019 22:00,0.0,0.0,81.43,78.44,77.96,65.53,64.34,0.46,43.34,38.55,0.0,0
06.09.2019 23:00,0.0,0.0,77.63,74.5,72.86,63.27,60.59,0.46,41.26,36.05,0.0,0
07.09.2019 00:00,804.18,686.43,87.23,83.8,82.99,60.77,63.37,3.04,40.81,41.28,140018.43,0
07.09.2019 01:00,1063.87,916.31,104.47,101.59,100.68,63.25,73.13,4.07,47.49,48.94,187310.5,0
07.09.2019 02:00,1058.5,915.79,109.98,107.43,106.21,65.36,77.76,4.1,49.22,49.66,183231.69,0
07.09.2019 03:00,1048.55,906.69,112.77,110.43,108.86,65.9,79.74,3.55,50.46,48.3,189308.27,0
07.09.2019 04:00,1053.78,907.42,114.15,111.67,110.09,66.0,80.91,3.57,52.05,48.22,189763.73,0
07.09.2019 05:00,1065.0,911.7,114.61,112.1,110.51,65.4,81.45,3.82,49.55,46.92,187477.37,0
07.09.2019 06:00,1056.01,904.81,115.14,112.63,110.94,65.1,81.7,3.26,47.8,46.61,190069.81,0
07.09.2019 07:00,1044.26,916.02,114.96,112.46,110.72,64.99,81.65,3.95,48.08,47.18,182507.95,0
07.09.2019 08:00,1050.12,914.85,114.49,111.76,110.22,65.01,81.62,3.81,47.99,48.06,182887.62,0
07.09.2019 09:00,1072.83,916.38,114.12,111.24,109.75,65.59,81.42,3.93,47.64,48.91,183229.57,0
07.09.2019 10:00,1101.6,905.32,114.46,111.38,110.08,67.79,81.35,3.12,47.02,49.51,192356.78,0
07.09.2019 11:00,1082.1,902.64,114.88,111.92,110.65,69.47,82.09,2.95,47.78,50.65,191035.67,0
07.09.2019 12:00,1062.66,902.81,116.36,113.63,112.23,70.78,83.43,2.97,49.1,51.74,191061.49,0
07.09.2019 13:00,1078.77,909.48,118.44,115.78,114.37,72.64,84.96,3.3,51.17,54.09,189603.76,0
07.09.2019 14:00,1069.19,913.63,120.27,117.5,116.1,73.8,86.22,3.56,52.78,53.52,185902.69,0
07.09.2019 15:00,1045.39,906.3,119.82,116.93,115.56,72.58,85.6,3.36,52.2,52.64,186107.5,0
07.09.2019 16:00,1040.62,904.1,119.53,116.78,115.35,72.73,85.21,3.42,51.74,52.57,183029.53,0
07.09.2019 17:00,1067.93,915.58,119.96,117.35,115.8,72.82,85.5,3.82,51.87,52.17,183919.94,0
07.09.2019 18:00,758.72,680.66,118.12,115.51,113.69,71.3,84.83,2.88,52.11,52.32,136356.2,0
07.09.2019 19:00,0.0,0.0,97.63,96.55,93.83,69.25,75.8,0.52,51.52,49.72,0.0,0
07.09.2019 20:00,0.0,0.0,88.5,87.04,83.47,66.5,68.34,0.48,45.73,40.84,0.0,0
07.09.2019 21:00,0.0,0.0,83.14,80.65,77.76,64.03,63.7,0.46,42.16,37.69,3.22,0
07.09.2019 22:00,0.0,0.0,78.03,74.6,74.87,62.01,59.7,0.46,38.76,35.21,12.97,0
07.09.2019 23:00,0.0,0.0,73.46,69.74,72.23,60.16,56.46,0.46,36.49,33.42,3.25,0
08.09.2019 00:00,757.1,640.47,82.69,78.91,81.09,58.15,58.41,2.25,35.42,37.13,135070.56,0
08.09.2019 01:00,1020.26,898.61,99.93,97.14,96.6,59.06,65.81,3.04,38.32,45.81,184139.72,0
08.09.2019 02:00,1035.7,903.87,105.49,103.08,101.86,61.49,69.61,3.28,41.66,45.8,184780.64,0
08.09.2019 03:00,1042.75,902.28,108.4,105.96,104.59,63.47,72.93,3.25,43.24,46.62,185235.8,0
08.09.2019 04:00,1031.5,900.42,109.57,107.08,105.62,64.41,75.47,3.32,43.94,45.75,185040.62,0
08.09.2019 05:00,1041.26,903.83,110.68,108.2,106.66,64.89,76.8,3.39,44.38,45.48,185001.13,0
08.09.2019 06:00,1050.07,901.52,111.47,109.02,107.42,65.22,77.59,3.25,44.27,45.37,184816.69,0
08.09.2019 07:00,1043.24,910.58,112.45,110.04,108.37,65.3,78.37,3.73,44.68,45.54,184871.57,0
08.09.2019 08:00,1061.38,907.87,112.78,110.29,108.63,65.43,78.73,3.52,44.57,45.49,184925.32,0
08.09.2019 09:00,1032.98,901.13,113.41,110.96,109.32,66.13,79.51,3.21,44.57,46.64,184975.58,0
08.09.2019 10:00,1038.02,907.23,114.2,111.72,110.1,66.96,80.29,3.6,44.88,47.26,184815.51,0
08.09.2019 11:00,1062.54,912.97,114.4,111.71,110.17,67.88,80.92,3.87,45.47,47.59,184992.84,0
08.09.2019 12:00,1053.22,914.6,114.88,112.25,110.67,68.5,81.55,3.81,46.88,49.21,181369.86,0
08.09.2019 13:00,1054.33,916.35,115.61,113.02,111.43,69.4,82.45,3.83,48.01,50.49,181262.31,0
08.09.2019 14:00,1058.23,916.34,116.72,114.08,112.52,70.52,83.41,3.82,48.9,51.22,182191.78,0
08.09.2019 15:00,1051.5,916.29,117.5,114.93,113.31,71.05,84.06,3.83,49.39,51.5,181446.79,0
08.09.2019 16:00,1060.36,915.76,118.09,115.69,113.89,71.09,84.41,3.75,49.73,51.47,185859.64,0
08.09.2019 17:00,1058.4,908.43,118.78,116.25,114.48,71.35,84.71,3.52,49.47,51.15,185473.67,0
08.09.2019 18:00,862.53,734.36,118.1,115.62,113.74,71.71,84.69,2.97,49.78,51.69,150845.15,0
08.09.2019 19:00,0.0,0.0,98.62,97.68,94.64,70.08,76.15,0.51,49.34,49.85,0.0,0
08.09.2019 20:00,0.0,0.0,88.85,87.67,83.41,67.32,67.82,0.46,43.71,41.17,0.0,0
08.09.2019 21:00,0.0,0.0,83.31,81.32,76.46,65.29,62.75,0.47,40.62,36.66,14.31,0
08.09.2019 22:00,0.0,0.0,78.9,76.41,72.39,62.98,59.66,0.46,38.61,34.04,0.0,0
08.09.2019 23:00,0.0,0.0,74.86,71.87,69.86,60.52,56.64,0.47,37.17,33.4,0.0,0
09.09.2019 00:00,978.61,854.22,90.44,86.94,85.98,58.68,62.13,3.58,36.75,40.65,172465.59,0
09.09.2019 01:00,1035.71,916.38,104.35,101.55,100.01,60.81,70.28,3.92,40.81,47.33,186274.54,0
09.09.2019 02:00,1056.71,916.37,108.64,106.2,104.79,62.57,73.95,4.08,43.39,47.0,185177.44,0
09.09.2019 03:00,1059.51,916.35,110.73,108.24,106.74,63.83,75.71,3.96,42.98,45.98,185802.6,0
09.09.2019 04:00,1068.5,916.37,111.78,109.16,107.65,63.93,76.15,3.96,41.73,44.44,189839.65,0
09.09.2019 05:00,1071.44,916.37,112.44,109.75,108.27,64.31,76.5,3.94,41.26,44.85,191224.6,0
09.09.2019 06:00,1062.66,916.37,112.63,109.92,108.46,64.69,76.42,4.01,40.13,45.23,187715.79,0
09.09.2019 07:00,1067.2,916.38,112.16,109.38,107.95,64.3,76.2,3.93,39.82,45.62,189793.01,0
09.09.2019 08:00,1071.22,916.39,112.11,109.09,107.83,64.17,76.27,3.87,38.82,46.5,189118.99,0
09.09.2019 09:00,1093.62,916.38,112.6,109.58,108.36,66.4,77.24,3.73,40.55,47.6,186623.84,0
09.09.2019 10:00,1088.06,916.37,113.67,110.7,109.5,68.7,79.09,3.81,45.02,49.57,181535.0,0
09.09.2019 11:00,1121.82,916.37,115.67,112.74,111.39,69.97,80.94,3.83,48.19,50.06,191800.07,0
09.09.2019 12:00,1103.46,916.37,117.32,114.4,113.01,71.76,82.96,3.97,50.63,51.54,184179.18,0
09.09.2019 13:00,1089.3,916.37,118.17,115.32,113.9,73.0,84.76,3.98,52.73,52.89,183488.07,0
09.09.2019 14:00,1087.1,916.37,119.21,116.38,114.92,74.09,86.27,4.11,53.6,53.85,182945.5,0
09.09.2019 15:00,1105.68,916.37,120.32,117.49,115.99,74.87,87.23,4.09,54.93,54.02,185104.65,0
09.09.2019 16:00,1115.41,916.37,121.39,118.49,116.96,74.85,88.09,4.04,56.4,54.43,188650.32,0
09.09.2019 17:00,1110.4,916.35,122.13,119.2,117.65,75.07,88.79,4.07,56.8,54.47,190042.58,0
09.09.2019 18:00,731.19,616.68,120.01,117.23,115.38,75.58,88.2,2.89,56.67,54.99,129526.86,0
09.09.2019 19:00,0.0,0.0,99.58,98.68,95.13,73.23,77.51,0.5,52.47,48.71,0.0,0
09.09.2019 20:00,0.0,0.0,90.6,89.22,83.77,70.18,68.28,0.46,44.65,40.0,17.73,0
09.09.2019 21:00,0.0,0.0,84.75,82.63,76.48,67.14,62.79,0.47,40.44,35.9,0.0,0
09.09.2019 22:00,0.0,0.0,79.93,76.97,73.07,63.54,59.99,0.46,38.62,34.48,0.0,0
09.09.2019 23:00,0.0,0.0,75.7,72.53,71.04,60.0,57.97,0.47,36.3,33.24,10.99,0
10.09.2019 00:00,1055.01,857.67,91.56,88.12,87.68,58.08,62.88,3.6,38.44,41.89,182275.15,0
10.09.2019 01:00,1082.61,916.38,105.44,102.71,101.64,61.11,70.64,4.14,44.44,46.88,193682.36,0
10.09.2019 02:00,1076.55,916.37,110.32,108.0,106.47,62.9,74.92,4.21,45.35,45.98,192760.4,0
10.09.2019 03:00,1042.11,916.35,111.31,109.05,107.34,63.62,77.18,4.01,45.1,46.54,176838.07,0
10.09.2019 04:00,1063.72,916.35,112.43,110.07,108.35,65.02,78.51,3.94,44.04,46.73,187231.78,0
10.09.2019 05:00,1074.01,916.36,113.02,110.47,108.81,65.8,79.2,3.91,42.95,46.6,192150.04,0
10.09.2019 06:00,1050.45,911.1,112.7,110.11,108.43,65.58,79.13,3.66,41.67,45.2,186825.06,0
10.09.2019 07:00,1045.03,893.26,112.86,110.18,108.5,65.15,78.73,2.92,39.06,43.67,189121.82,0
10.09.2019 08:00,1046.43,891.26,113.01,110.39,108.73,65.48,78.59,2.97,37.83,44.59,189599.74,0
10.09.2019 09:00,463.9,408.0,106.42,104.25,102.27,66.09,77.02,1.77,40.13,48.03,85333.32,0
10.09.2019 10:00,0.0,0.0,88.05,87.23,84.67,63.65,67.58,0.47,39.8,44.11,0.0,0
10.09.2019 11:00,0.0,0.0,81.6,79.77,77.3,61.93,61.94,0.46,37.39,38.46,0.0,0
10.09.2019 12:00,0.0,0.0,77.15,74.73,72.39,60.74,58.33,0.48,35.83,35.98,0.0,0
10.09.2019 13:00,0.0,0.0,73.52,70.84,68.76,59.28,55.69,0.5,34.82,34.74,0.0,0
10.09.2019 14:00,0.0,0.0,70.51,67.77,66.11,57.68,53.73,0.5,34.0,34.01,0.0,0
10.09.2019 15:00,0.0,0.0,67.67,65.2,63.67,55.84,51.9,0.5,33.3,33.07,0.0,0
10.09.2019 16:00,833.12,689.69,79.03,76.57,75.44,54.06,54.92,2.46,35.51,39.46,141890.7,0
10.09.2019 17:00,1082.85,902.07,99.19,96.89,96.0,58.27,64.17,3.36,41.68,47.59,187658.12,0
10.09.2019 18:00,648.85,550.16,103.12,101.11,99.5,62.27,68.94,1.93,43.41,48.01,121522.05,0
10.09.2019 19:00,0.0,0.0,85.68,85.08,81.68,60.71,62.27,0.5,41.32,43.69,0.0,0
10.09.2019 20:00,0.0,0.0,78.02,76.81,72.06,58.15,56.38,0.46,36.79,35.96,9.48,0
10.09.2019 21:00,0.0,0.0,73.16,71.17,65.91,56.04,52.7,0.46,33.9,31.51,0.0,0
10.09.2019 22:00,0.0,0.0,69.2,66.64,61.85,53.72,50.19,0.47,31.95,28.89,0.0,0
10.09.2019 23:00,949.57,830.26,83.39,80.53,77.86,52.77,54.77,3.05,31.53,36.34,165114.6,0
11.09.2019 00:00,1051.69,916.38,97.47,95.27,93.77,56.71,61.83,4.15,35.13,42.67,183750.97,0
11.09.2019 01:00,1044.28,915.07,102.47,100.39,98.87,59.25,65.63,4.0,34.59,42.29,183507.9,0
11.09.2019 02:00,1057.89,916.37,105.28,103.11,101.48,60.53,68.37,4.04,33.8,42.94,187276.13,0
11.09.2019 03:00,1058.25,913.83,107.21,104.92,103.19,61.24,70.23,3.81,33.08,42.14,188032.25,0
11.09.2019 04:00,1045.1,899.5,108.17,105.81,104.02,60.61,71.19,3.13,32.65,41.13,188009.4,0
11.09.2019 05:00,1036.85,891.07,108.27,105.86,104.08,59.61,71.3,2.78,32.37,40.38,186999.0,0
11.09.2019 06:00,1044.8,886.49,108.12,105.6,103.86,59.29,71.18,2.77,31.81,39.78,187261.44,0
11.09.2019 07:00,1019.92,882.28,107.86,105.43,103.53,58.8,70.85,2.71,31.58,39.82,187098.24,0
11.09.2019 08:00,1044.58,879.85,107.31,104.91,103.03,58.4,70.37,2.65,31.63,40.17,186838.07,0
